Date,Open,High,Low,Close,Adj Close,Volume
2022-04-20,7085.229980,7142.419922,7067.740234,7142.419922,7142.419922,92700
2022-04-21,7145.500000,7156.850098,7050.620117,7061.490234,7061.490234,104800
2022-04-22,7067.930176,7072.589844,6959.950195,6998.589844,6998.589844,76600
2022-04-25,6971.879883,7020.830078,6913.430176,7020.830078,7020.830078,84800
2022-04-26,6996.009766,7001.910156,6964.000000,6980.020020,6980.020020,73100
2022-04-27,6936.100098,6945.299805,6832.919922,6863.910156,6863.910156,89300
2022-04-28,6858.000000,6909.450195,6828.850098,6909.450195,6909.450195,97700
2022-04-29,6911.640137,6911.640137,6731.250000,6731.250000,6731.250000,189900
2022-05-02,6742.830078,6764.100098,6668.390137,6721.080078,6721.080078,79500
2022-05-03,null,null,null,null,null,null
2022-05-04,6736.299805,6802.729980,6630.459961,6802.729980,6802.729980,111300
2022-05-05,6827.939941,6881.589844,6785.390137,6868.919922,6868.919922,104500
2022-05-06,6800.939941,6855.009766,6759.899902,6759.899902,6759.899902,93300
2022-05-09,null,null,null,null,null,null
2022-05-10,6632.350098,6720.930176,6547.439941,6720.930176,6720.930176,170500
2022-05-11,6677.240234,6695.850098,6630.520020,6635.859863,6635.859863,153700
2022-05-12,6633.680176,6633.680176,6532.299805,6532.299805,6532.299805,170300
2022-05-13,6545.520020,6569.359863,6379.169922,6379.169922,6379.169922,340000
2022-05-16,6458.569824,6539.330078,6458.569824,6502.120117,6502.120117,173600
2022-05-17,6518.120117,6594.660156,6495.680176,6594.660156,6594.660156,298100
2022-05-18,6621.169922,6727.600098,6607.979980,6727.600098,6727.600098,223600
2022-05-19,6651.169922,6711.149902,6597.140137,6660.049805,6660.049805,225700
2022-05-20,6683.149902,6763.740234,6683.149902,6746.330078,6746.330078,167000
2022-05-23,6757.589844,6757.589844,6678.009766,6687.850098,6687.850098,143000
2022-05-24,6693.609863,6693.609863,6577.450195,6577.450195,6577.450195,145000
2022-05-25,6580.089844,6612.080078,6574.979980,6597.759766,6597.759766,133800
2022-05-26,6607.189941,6645.520020,6589.180176,6645.520020,6645.520020,139200
2022-05-27,6655.509766,6726.140137,6641.160156,6726.140137,6726.140137,142300
2022-05-30,6741.950195,6839.270020,6729.899902,6822.319824,6822.319824,153900
2022-05-31,6832.080078,6832.080078,6774.680176,6774.680176,6774.680176,1029500
2022-06-01,6786.919922,6786.919922,6698.790039,6712.209961,6712.209961,118300
2022-06-02,6722.729980,6722.729980,6653.410156,6686.830078,6686.830078,84400
2022-06-03,6667.620117,6743.149902,6653.959961,6741.399902,6741.399902,93800
2022-06-06,6747.600098,6749.069824,6699.970215,6716.879883,6716.879883,132100
2022-06-07,6717.620117,6754.009766,6705.629883,6754.009766,6754.009766,96500
2022-06-08,6768.350098,6797.549805,6733.140137,6769.620117,6769.620117,110200
2022-06-09,6796.379883,6796.379883,6684.629883,6758.589844,6758.589844,101700
2022-06-10,6713.330078,6713.330078,6530.040039,6530.040039,6530.040039,121100
2022-06-13,6503.060059,6503.529785,6430.450195,6467.009766,6467.009766,125300
2022-06-14,6416.870117,6474.529785,6384.410156,6474.529785,6474.529785,131300
2022-06-15,6443.850098,6472.640137,6319.419922,6319.419922,6319.419922,128000
2022-06-16,6374.430176,6393.379883,6327.229980,6393.009766,6393.009766,128000
2022-06-17,6308.859863,6331.560059,6273.729980,6331.560059,6331.560059,281300
2022-06-20,6341.979980,6349.009766,6302.500000,6333.939941,6333.939941,87100
2022-06-21,6349.259766,6370.740234,6255.680176,6285.189941,6285.189941,108900
2022-06-22,6289.270020,6299.410156,6168.000000,6168.000000,6168.000000,149500
2022-06-23,6177.560059,6215.899902,6054.790039,6065.229980,6065.229980,140900
2022-06-24,6096.479980,6217.560059,6096.479980,6217.560059,6217.560059,142500
2022-06-27,6241.939941,6253.509766,6197.979980,6238.819824,6238.819824,143300
2022-06-28,6247.140137,6349.490234,6232.049805,6345.410156,6345.410156,162300
2022-06-29,6361.229980,6374.910156,6303.189941,6303.189941,6303.189941,131200
2022-06-30,6321.040039,6337.339844,6140.220215,6155.430176,6155.430176,171500
2022-07-01,6174.370117,6223.560059,6148.430176,6165.350098,6165.350098,124700
2022-07-04,6195.899902,6210.830078,6160.879883,6183.620117,6183.620117,100400
2022-07-05,6193.160156,6309.990234,6193.160156,6309.990234,6309.990234,110700
2022-07-06,6323.620117,6445.009766,6312.089844,6445.009766,6445.009766,132600
2022-07-07,6419.899902,6425.229980,6332.540039,6352.319824,6352.319824,127800
2022-07-08,6366.680176,6497.970215,6358.439941,6361.819824,6361.819824,168600
2022-07-11,6381.109863,6396.000000,6315.520020,6388.640137,6388.640137,80800
2022-07-12,6378.339844,6393.680176,6349.939941,6349.939941,6349.939941,80100
2022-07-13,6347.629883,6351.819824,6235.569824,6255.370117,6255.370117,128100
2022-07-14,6250.060059,6255.959961,6166.609863,6248.129883,6248.129883,112000
2022-07-15,6240.830078,6240.830078,6127.259766,6195.259766,6195.259766,111800
2022-07-18,6182.270020,6268.779785,6162.270020,6268.779785,6268.779785,80800
2022-07-19,6255.569824,6287.029785,6249.259766,6286.240234,6286.240234,90200
2022-07-20,6294.970215,6351.770020,6263.990234,6274.799805,6274.799805,116800
2022-07-21,6298.310059,6347.580078,6245.629883,6256.169922,6256.169922,149200
2022-07-22,6258.569824,6266.629883,6233.410156,6263.390137,6263.390137,63100
2022-07-25,6239.350098,6241.660156,6163.259766,6209.529785,6209.529785,72300
2022-07-26,6206.799805,6234.250000,6201.970215,6223.000000,6223.000000,74600
2022-07-27,6208.930176,6237.270020,6171.450195,6236.759766,6236.759766,56400
2022-07-28,6274.720215,6379.259766,6274.720215,6379.259766,6379.259766,98800
2022-07-29,6351.700195,6351.700195,6265.950195,6315.930176,6315.930176,117500
2022-08-01,6309.069824,6325.970215,6227.330078,6312.029785,6312.029785,134700
2022-08-02,6310.029785,6362.299805,6291.939941,6362.299805,6362.299805,117100
2022-08-03,6359.970215,6430.080078,6336.020020,6430.080078,6430.080078,133200
2022-08-04,6435.609863,6483.109863,6415.390137,6483.109863,6483.109863,104800
2022-08-05,6484.609863,6519.799805,6405.500000,6405.500000,6405.500000,270400
2022-08-08,6425.470215,6437.919922,6370.830078,6434.240234,6434.240234,119700
2022-08-09,6431.600098,6468.970215,6408.390137,6468.970215,6468.970215,129400
2022-08-10,6464.560059,6471.839844,6413.959961,6471.839844,6471.839844,121600
2022-08-11,6505.740234,6680.680176,6505.740234,6680.680176,6680.680176,197000
2022-08-12,6676.270020,6730.529785,6646.790039,6699.660156,6699.660156,173900
2022-08-15,6699.490234,6745.959961,6691.169922,6737.839844,6737.839844,110400
2022-08-16,6735.560059,6850.640137,6703.089844,6850.640137,6850.640137,207000
2022-08-17,6845.649902,6883.600098,6817.000000,6818.990234,6818.990234,156000
2022-08-18,6770.419922,6844.140137,6753.029785,6824.629883,6824.629883,181200
2022-08-19,6834.759766,6867.890137,6819.149902,6863.859863,6863.859863,102600
2022-08-22,6848.950195,6848.950195,6704.410156,6704.410156,6704.410156,120000
2022-08-23,6680.520020,6680.520020,6591.830078,6618.379883,6618.379883,126000
2022-08-24,6618.859863,6677.689941,6614.839844,6643.450195,6643.450195,75200
2022-08-25,6657.180176,6726.680176,6656.700195,6706.430176,6706.430176,61800
2022-08-26,6697.040039,6752.500000,6680.729980,6752.500000,6752.500000,176300
2022-08-29,null,null,null,null,null,null
2022-08-30,6616.430176,6690.439941,6600.990234,6690.270020,6690.270020,146200
2022-08-31,6661.149902,6661.149902,6583.649902,6583.649902,6583.649902,247500
2022-09-01,6594.669922,6606.209961,6569.169922,6588.279785,6588.279785,125600
2022-09-02,6586.080078,6692.649902,6586.080078,6692.649902,6692.649902,97500
2022-09-05,6693.839844,6698.540039,6640.029785,6676.040039,6676.040039,84400
2022-09-06,6681.129883,6721.410156,6668.410156,6709.600098,6709.600098,95500
2022-09-07,6709.459961,6709.459961,6554.080078,6554.080078,6554.080078,118500
2022-09-08,6574.479980,6600.660156,6548.080078,6593.740234,6593.740234,124000
2022-09-09,6593.569824,6629.290039,6586.720215,6606.000000,6606.000000,81100
2022-09-12,6625.399902,6715.750000,6625.399902,6715.750000,6715.750000,72100
2022-09-13,6710.890137,6710.890137,6666.140137,6701.810059,6701.810059,85000
2022-09-14,6604.479980,6618.129883,6560.509766,6582.859863,6582.859863,136300
2022-09-15,6586.549805,6633.629883,6575.669922,6575.669922,6575.669922,101600
2022-09-16,6586.910156,6588.250000,6539.250000,6548.770020,6548.770020,439600
2022-09-19,6544.640137,6550.020020,6433.319824,6437.419922,6437.419922,106900
2022-09-20,6459.919922,6500.759766,6448.459961,6448.459961,6448.459961,97800
2022-09-21,6437.399902,6446.979980,6315.540039,6341.689941,6341.689941,128600
2022-09-22,6304.189941,6304.189941,6227.580078,6301.709961,6301.709961,161100
2022-09-23,6291.370117,6291.370117,6235.669922,6259.540039,6259.540039,126400
2022-09-26,null,null,null,null,null,null
2022-09-27,6193.040039,6193.040039,5962.169922,6020.069824,6020.069824,179200
2022-09-28,6038.979980,6044.169922,5879.680176,5879.680176,5879.680176,147000
2022-09-29,5967.319824,6006.520020,5911.649902,5934.250000,5934.250000,152000
2022-09-30,5874.569824,5874.569824,5741.069824,5741.069824,5741.069824,180600
2022-10-03,5734.339844,5784.189941,5699.299805,5783.149902,5783.149902,89900
2022-10-04,5851.770020,5987.720215,5850.649902,5987.720215,5987.720215,103400
2022-10-05,6033.430176,6033.430176,5949.810059,5988.589844,5988.589844,107200
2022-10-06,5990.279785,6021.580078,5934.270020,5934.270020,5934.270020,80000
2022-10-07,5940.770020,5941.799805,5869.589844,5932.189941,5932.189941,74000
2022-10-10,5898.830078,5898.830078,5832.580078,5832.580078,5832.580078,66500
2022-10-11,5849.870117,5899.399902,5835.220215,5847.370117,5847.370117,100600
2022-10-12,5850.589844,5873.109863,5836.819824,5853.629883,5853.629883,74900
2022-10-13,5869.850098,5914.729980,5841.569824,5895.640137,5895.640137,78600
2022-10-14,5954.959961,5967.689941,5904.750000,5904.750000,5904.750000,103000
2022-10-17,5901.549805,5977.129883,5891.779785,5970.330078,5970.330078,72200
2022-10-18,5997.779785,6128.640137,5969.779785,6128.640137,6128.640137,128000
2022-10-19,6130.950195,6148.310059,6077.379883,6148.310059,6148.310059,80400
2022-10-20,6137.259766,6181.750000,6028.490234,6055.990234,6055.990234,257900
2022-10-21,6067.629883,6075.740234,5983.560059,5983.560059,5983.560059,80700
2022-10-24,6021.540039,6071.700195,6018.979980,6028.790039,6028.790039,69300
2022-10-25,6038.109863,6073.410156,6020.879883,6073.410156,6073.410156,80800
2022-10-26,6070.009766,6121.529785,6053.589844,6121.529785,6121.529785,62000
2022-10-27,6120.899902,6230.580078,6111.939941,6230.580078,6230.580078,95900
2022-10-28,6210.839844,6210.839844,6153.430176,6153.430176,6153.430176,93100
2022-10-31,null,null,null,null,null,null
2022-11-01,null,null,null,null,null,null
2022-11-02,6258.910156,6258.910156,6159.600098,6206.240234,6206.240234,120500
2022-11-03,6155.799805,6157.459961,6110.029785,6156.109863,6156.109863,79100
2022-11-04,6148.470215,6185.529785,6083.500000,6185.529785,6185.529785,85300
2022-11-07,6184.790039,6295.580078,6167.649902,6295.580078,6295.580078,101100
2022-11-08,6303.580078,6345.830078,6260.500000,6289.100098,6289.100098,92000
2022-11-09,6286.250000,6320.390137,6236.959961,6241.680176,6241.680176,112200
2022-11-10,6230.839844,6248.910156,6158.259766,6167.569824,6167.569824,106500
2022-11-11,6307.729980,6349.259766,6272.200195,6286.770020,6286.770020,109700
2022-11-14,6296.220215,6362.350098,6289.049805,6354.759766,6354.759766,140700
2022-11-15,6334.669922,6418.939941,6320.740234,6418.939941,6418.939941,128900
2022-11-16,6423.629883,6423.629883,6333.950195,6392.089844,6392.089844,174800
2022-11-17,6380.810059,6406.009766,6366.049805,6403.740234,6403.740234,102800
2022-11-18,6415.339844,6451.609863,6403.500000,6437.379883,6437.379883,143000
2022-11-21,6451.439941,6451.439941,6364.299805,6403.240234,6403.240234,115400
2022-11-22,6401.399902,6463.180176,6401.399902,6429.649902,6429.649902,106500
2022-11-23,6441.419922,6510.319824,6437.759766,6510.319824,6510.319824,100400
2022-11-24,6503.979980,6536.169922,6496.890137,6530.509766,6530.509766,107800
2022-11-25,6529.109863,6606.939941,6480.620117,6606.939941,6606.939941,115000
2022-11-28,6589.930176,6681.609863,6570.620117,6681.470215,6681.470215,141200
2022-11-29,6652.000000,6780.779785,6600.020020,6780.779785,6780.779785,1304800
2022-11-30,null,null,null,null,null,null
2022-12-01,6814.140137,6814.140137,6732.959961,6734.089844,6734.089844,237300
2022-12-02,6731.169922,6731.169922,6489.649902,6489.649902,6489.649902,115400
2022-12-05,6503.569824,6541.770020,6442.129883,6442.129883,6442.129883,90800
2022-12-06,6463.009766,6674.379883,6456.810059,6674.379883,6674.379883,132700
2022-12-07,6662.750000,6662.750000,6525.160156,6525.160156,6525.160156,143000
2022-12-08,null,null,null,null,null,null
2022-12-09,6560.129883,6580.120117,6515.529785,6580.120117,6580.120117,134500
2022-12-12,6602.580078,6642.399902,6566.859863,6585.200195,6585.200195,106100
2022-12-13,6611.160156,6631.660156,6566.950195,6582.379883,6582.379883,136000
2022-12-14,6610.459961,6632.120117,6583.350098,6615.069824,6615.069824,131100
2022-12-15,6618.850098,6631.089844,6537.540039,6566.799805,6566.799805,120400
2022-12-16,6523.069824,6552.319824,6478.279785,6496.500000,6496.500000,211700
2022-12-19,6474.000000,6477.990234,6360.970215,6414.270020,6414.270020,244900
2022-12-20,6412.419922,6458.120117,6385.200195,6458.120117,6458.120117,87800
2022-12-21,6464.350098,6521.169922,6449.640137,6520.799805,6520.799805,158600
2022-12-22,6540.930176,6580.209961,6521.669922,6576.939941,6576.939941,183700
2022-12-23,6567.919922,6567.919922,6536.669922,6541.029785,6541.029785,56100
2022-12-26,null,null,null,null,null,null
2022-12-27,6549.089844,6579.259766,6519.899902,6564.899902,6564.899902,75400
2022-12-28,6567.129883,6576.709961,6530.270020,6566.540039,6566.540039,88600
2022-12-29,6553.669922,6591.279785,6529.689941,6566.390137,6566.390137,161100
2022-12-30,null,null,null,null,null,null
2023-01-02,null,null,null,null,null,null
2023-01-03,6555.399902,6624.759766,6550.169922,6586.009766,6586.009766,84400
2023-01-04,6601.500000,6755.270020,6601.500000,6718.500000,6718.500000,209900
2023-01-05,6738.930176,6767.049805,6730.520020,6761.330078,6761.330078,167200
2023-01-06,6736.649902,6736.649902,6666.680176,6667.970215,6667.970215,136700
2023-01-09,6692.299805,6790.240234,6685.069824,6790.240234,6790.240234,150100
2023-01-10,6783.399902,6783.399902,6740.029785,6756.689941,6756.689941,153900
2023-01-11,6764.680176,6774.470215,6709.339844,6709.339844,6709.339844,209800
2023-01-12,6723.529785,6833.529785,6723.529785,6833.529785,6833.529785,200000
2023-01-13,6833.759766,6959.629883,6816.419922,6951.540039,6951.540039,238400
2023-01-16,6966.000000,7132.100098,6966.000000,7045.479980,7045.479980,258100
2023-01-17,7041.060059,7046.450195,6952.790039,7014.040039,7014.040039,192700
2023-01-18,7008.069824,7094.859863,6967.870117,7094.859863,7094.859863,178900
2023-01-19,7049.799805,7083.870117,7043.899902,7062.009766,7062.009766,194100
2023-01-20,7056.430176,7063.500000,7035.649902,7056.620117,7056.620117,117100
2023-01-23,7051.459961,7069.680176,7003.419922,7069.680176,7069.680176,97900
2023-01-24,7065.600098,7137.620117,7039.049805,7041.500000,7041.500000,252700
2023-01-25,7072.490234,7085.540039,7047.729980,7081.359863,7081.359863,138900
2023-01-26,7088.140137,7101.839844,7042.700195,7042.700195,7042.700195,128400
2023-01-27,7062.629883,7080.399902,7043.600098,7052.160156,7052.160156,112300
2023-01-30,7048.759766,7053.720215,6929.180176,6970.970215,6970.970215,302500
2023-01-31,6935.669922,6935.669922,6740.189941,6793.250000,6793.250000,240900
2023-02-01,6814.520020,7035.759766,6813.770020,7035.759766,7035.759766,249700
2023-02-02,7027.919922,7028.370117,6959.779785,6986.189941,6986.189941,257700
2023-02-03,7012.870117,7027.379883,6901.220215,7027.379883,7027.379883,875100
2023-02-06,6997.459961,6997.459961,6892.000000,6936.609863,6936.609863,252300
2023-02-07,6919.009766,6931.790039,6881.259766,6881.259766,6881.259766,107900
2023-02-08,6885.270020,6963.459961,6884.430176,6923.080078,6923.080078,110300
2023-02-09,6922.129883,6922.129883,6840.120117,6842.790039,6842.790039,115100
2023-02-10,6852.169922,6884.200195,6848.709961,6876.790039,6876.790039,109500
2023-02-13,6865.540039,6902.870117,6834.270020,6838.750000,6838.750000,178400
2023-02-14,6847.990234,6863.740234,6791.240234,6791.240234,6791.240234,238900
2023-02-15,6790.529785,6829.029785,6747.100098,6822.089844,6822.089844,97100
2023-02-16,6814.259766,6848.479980,6808.529785,6815.910156,6815.910156,146400
2023-02-17,6805.209961,6808.970215,6745.540039,6779.020020,6779.020020,89800
2023-02-20,6793.859863,6794.979980,6735.529785,6744.120117,6744.120117,74100
2023-02-21,6757.950195,6800.959961,6719.100098,6800.959961,6800.959961,82300
2023-02-22,6778.200195,6778.200195,6696.720215,6699.229980,6699.229980,115300
2023-02-23,6704.910156,6704.910156,6666.410156,6685.899902,6685.899902,129200
2023-02-24,6704.910156,6704.910156,6666.410156,6685.899902,6685.899902,129200
2023-02-27,6684.450195,6684.450195,6537.520020,6599.339844,6599.339844,165400
2023-02-28,6609.410156,6670.490234,6556.200195,6556.200195,6556.200195,767400
2023-03-01,6602.959961,6630.200195,6579.479980,6607.129883,6607.129883,159000
2023-03-02,6628.350098,6690.629883,6598.149902,6622.450195,6622.450195,149700
2023-03-03,6640.330078,6694.359863,6640.330078,6655.370117,6655.370117,204300
2023-03-06,0.000000,0.000000,0.000000,6671.120117,6671.120117,0
